Trial,Quick sort data,Merge Sort Data,,Quick sort mean,Merge sort mean,Quick sort variance, Merge sort variance
728,0.148134947,0.298580885,,,,,
729,0.146469116,0.298795938,,,,,
730,0.145497799,0.300176144,,,,,
731,0.144163847,0.298677921,,,,,
732,0.143052816,0.298508167,,,,,
733,0.145417929,0.29968071,,,,,
734,0.142885208,0.298990726,,,,,
735,0.145927191,0.298528194,,,,,
736,0.142580986,0.299005985,,,,,
737,0.141891241,0.298351049,,,,,
738,0.140757799,0.29860425,,,,,
739,0.144410849,0.29880023,,,,,
740,0.14607501,0.299650908,,,,,
741,0.143449306,0.298215866,,,,,
742,0.14358592,0.299293041,,,,,
743,0.142747164,0.299543142,,,,,
744,0.150455952,0.298580885,,,,,
745,0.141588926,0.300488949,,,,,
746,0.140678167,0.299602032,,,,,
747,0.145188808,0.298582077,,,,,
748,0.141825914,0.298675776,,,,,
749,0.145087957,0.298882723,,,,,
750,0.14388299,0.300030947,,,,,
751,0.155951738,0.296882868,,,,,
752,0.144004107,0.31992507,,,,,
753,0.146219969,0.303061962,,,,,
754,0.150214911,0.299842119,,,,,
755,0.150130987,0.299807072,,,,,
756,0.144895077,0.299046755,,,,,
757,0.153805733,0.299329996,,,,,
758,0.152115107,0.300639868,,,,,
759,0.144169807,0.302224874,,,,,
760,0.147734165,0.301179886,,,,,
761,0.150669098,0.30370307,,,,,
762,0.151480675,0.30918622,,,,,
763,0.153988838,0.305097103,,,,,
764,0.144858837,0.303599119,,,,,
765,0.150053978,0.303199768,,,,,
766,0.146897793,0.300620079,,,,,
767,0.152148008,0.299175978,,,,,
768,0.143877029,0.301408052,,,,,
769,0.147907019,0.298763037,,,,,
770,0.148545027,0.301765919,,,,,
771,0.155115843,0.301681757,,,,,
772,0.163060188,0.301054001,,,,,
773,0.147037029,0.298849821,,,,,
774,0.142714024,0.299711943,,,,,
775,0.143208265,0.298967838,,,,,
776,0.146885872,0.299301147,,,,,
777,0.144730091,0.299855709,,,,,
778,0.144831181,0.300847054,,,,,
779,0.144455194,0.297990799,,,,,
780,0.142626047,0.29957509,,,,,
781,0.140290022,0.298639297,,,,,
782,0.145884037,0.299452782,,,,,
783,0.146325111,0.299294233,,,,,
784,0.14186883,0.297528028,,,,,
785,0.141258001,0.299423933,,,,,
786,0.147308111,0.297702074,,,,,
787,0.14445591,0.29995203,,,,,
788,0.14810276,0.304193974,,,,,
789,0.141959906,0.301259995,,,,,
790,0.147126913,0.300486088,,,,,
791,0.139983177,0.297875881,,,,,
792,0.143265009,0.29976511,,,,,
793,0.149322033,0.299292803,,,,,
794,0.14791131,0.299772978,,,,,
795,0.148854971,0.299413919,,,,,
796,0.152390242,0.301558971,,,,,
797,0.151654005,0.310717344,,,,,
798,0.144794226,0.298630238,,,,,
799,0.147825956,0.303585052,,,,,
800,0.146367073,0.306868792,,,,,
801,0.150751352,0.302131176,,,,,
802,0.140791655,0.303793192,,,,,
803,0.144089937,0.30189395,,,,,
804,0.141898155,0.311167002,,,,,
805,0.14419508,0.300860882,,,,,
806,0.142228127,0.299772978,,,,,
807,0.140553951,0.299156189,,,,,
808,0.146425962,0.30116725,,,,,
809,0.141912222,0.301576853,,,,,
810,0.147877693,0.300384998,,,,,
811,0.140976906,0.30132103,,,,,
812,0.148096085,0.303735971,,,,,
813,0.144180059,0.334555149,,,,,
814,0.157096863,0.320365906,,,,,
815,0.151342154,0.302464962,,,,,
816,0.149471045,0.302363157,,,,,
817,0.151823282,0.305055857,,,,,
818,0.146233797,0.302802324,,,,,
819,0.14802599,0.302181959,,,,,
820,0.141777039,0.303303003,,,,,
821,0.152814865,0.309859991,,,,,
822,0.151607037,0.303314209,,,,,
823,0.147407055,0.302201033,,,,,
824,0.141516924,0.301792622,,,,,
825,0.146725178,0.302020788,,,,,
826,0.151134968,0.300851107,,,,,
827,0.149635077,0.301384926,,,,,
828,0.142225981,0.300268888,,,,,
829,0.146046877,0.301434755,,,,,
830,0.141119957,0.299777985,,,,,
831,0.144174814,0.300722122,,,,,
832,0.147984028,0.300072908,,,,,
833,0.145453215,0.300868034,,,,,
834,0.145082951,0.300910234,,,,,
835,0.14078784,0.299340963,,,,,
836,0.146590948,0.29991293,,,,,
837,0.143215895,0.29955101,,,,,
838,0.146814108,0.300046206,,,,,
839,0.143040657,0.299207211,,,,,
840,0.152462959,0.298825979,,,,,
841,0.153726101,0.298959017,,,,,
842,0.147777796,0.309448004,,,,,
843,0.150250196,0.30162096,,,,,
844,0.146959066,0.299836874,,,,,
845,0.149001122,0.297740936,,,,,
846,0.156105995,0.29955411,,,,,
847,0.14873004,0.299206018,,,,,
848,0.144566059,0.299836159,,,,,
849,0.146121264,0.300643206,,,,,
850,0.140406847,0.300392151,,,,,
851,0.145806074,0.298783064,,,,,
852,0.142655134,0.298637629,,,,,
853,0.146722078,0.299246073,,,,,
854,0.140681028,0.299574852,,,,,
855,0.145512342,0.299072027,,,,,
856,0.146090984,0.300278902,,,,,
857,0.143604279,0.298579931,,,,,
858,0.145097971,0.300363064,,,,,
859,0.140154839,0.299008131,,,,,
860,0.152492046,0.299548149,,,,,
861,0.147788048,0.299211025,,,,,
862,0.150249004,0.29907608,,,,,
863,0.143445015,0.297737122,,,,,
864,0.146515846,0.297623158,,,,,
865,0.14488101,0.300260067,,,,,
866,0.142365932,0.299407959,,,,,
867,0.157361746,0.299362183,,,,,
868,0.148955822,0.29873991,,,,,
869,0.144362926,0.299948931,,,,,
870,0.143337965,0.297749996,,,,,
871,0.143988132,0.297500849,,,,,
872,0.147861958,0.3017869,,,,,
873,0.142942905,0.303658962,,,,,
874,0.149701118,0.300804853,,,,,
875,0.146201134,0.301290989,,,,,
876,0.145355701,0.30108428,,,,,
877,0.152602196,0.300257921,,,,,
878,0.145553827,0.299902201,,,,,
879,0.144889116,0.301477909,,,,,
880,0.147084236,0.299567938,,,,,
881,0.141643047,0.297570944,,,,,
882,0.14468503,0.299192905,,,,,
883,0.143606901,0.299523115,,,,,
884,0.143426895,0.299181938,,,,,
885,0.147051096,0.298829079,,,,,
886,0.146136284,0.296973705,,,,,
887,0.144055605,0.30004096,,,,,
888,0.148084879,0.299857855,,,,,
889,0.142956972,0.299077988,,,,,
890,0.142521143,0.298976898,,,,,
891,0.159188032,0.298499823,,,,,
892,0.14920187,0.30370307,,,,,
893,0.149999857,0.299716949,,,,,
894,0.140842915,0.301009893,,,,,
895,0.150221825,0.299203157,,,,,
896,0.145109892,0.299555063,,,,,
897,0.146018744,0.299416065,,,,,
898,0.141489029,0.299093008,,,,,
899,0.14625597,0.298965216,,,,,
900,0.148459196,0.299382925,,,,,
901,0.142320156,0.298930883,,,,,
902,0.15267086,0.299211025,,,,,
903,0.145033121,0.298865795,,,,,
904,0.143278122,0.297276974,,,,,
905,0.148656845,0.298961878,,,,,
906,0.153268099,0.299710989,,,,,
907,0.148092985,0.299168825,,,,,
908,0.141542196,0.299271822,,,,,
909,0.147657156,0.299072027,,,,,
910,0.152860165,0.298933983,,,,,
911,0.145466089,0.298852921,,,,,
912,0.143698931,0.29929924,,,,,
913,0.147353172,0.298951864,,,,,
914,0.145754814,0.297625065,,,,,
915,0.145445824,0.298691034,,,,,
916,0.143494129,0.300135851,,,,,
917,0.146046877,0.300387859,,,,,
918,0.142987967,0.298778057,,,,,
919,0.14328599,0.299889088,,,,,
920,0.145138025,0.298815966,,,,,
921,0.145858049,0.301659822,,,,,
922,0.153662205,0.300714254,,,,,
923,0.151969194,0.300401211,,,,,
924,0.144192934,0.299341917,,,,,
925,0.150664091,0.299283981,,,,,
926,0.154481888,0.298979044,,,,,
927,0.142257214,0.298683882,,,,,
928,0.143443108,0.299349785,,,,,
929,0.14689517,0.299144983,,,,,
930,0.144031048,0.29697299,,,,,
931,0.147022963,0.29855299,,,,,
932,0.138988972,0.299044847,,,,,
933,0.148295164,0.298707008,,,,,
934,0.148435116,0.299072742,,,,,
935,0.144214869,0.298508883,,,,,
936,0.142601013,0.298735857,,,,,
937,0.144126177,0.298752785,,,,,
938,0.142910004,0.298898935,,,,,
939,0.147712946,0.299343109,,,,,
940,0.151134968,0.299351931,,,,,
941,0.139600992,0.299278021,,,,,
942,0.143757105,0.298457146,,,,,
943,0.149280071,0.298704863,,,,,
944,0.149034977,0.299983263,,,,,
945,0.145962954,0.299033165,,,,,
946,0.145406961,0.29920125,,,,,
947,0.142850876,0.299214125,,,,,
948,0.145567894,0.299484968,,,,,
949,0.142265081,0.298891783,,,,,
950,0.14320302,0.299022913,,,,,
951,0.143481016,0.298722029,,,,,
952,0.145704985,0.298933029,,,,,
953,0.14357996,0.298788786,,,,,
954,0.142343044,0.299066782,,,,,
955,0.143069029,0.299100161,,,,,
956,0.144466877,0.29914093,,,,,
957,0.144578934,0.299113989,,,,,
958,0.14433217,0.299973965,,,,,
959,0.145278215,0.299010754,,,,,
960,0.142887115,0.303832769,,,,,
961,0.1425879,0.301860094,,,,,
962,0.150902748,0.300698042,,,,,
963,0.148313761,0.300000906,,,,,
964,0.142804861,0.304311991,,,,,
965,0.149509668,0.301823139,,,,,
966,0.156885862,0.301885366,,,,,
967,0.144776821,0.300953865,,,,,
968,0.14712286,0.300952196,,,,,
969,0.154781103,0.300581217,,,,,
970,0.148994923,0.300519228,,,,,
971,0.144485235,0.300017834,,,,,
972,0.142595053,0.300005913,,,,,
973,0.142904043,0.299770117,,,,,
974,0.139982224,0.299215078,,,,,
975,0.143684864,0.300205946,,,,,
976,0.150141001,0.300393105,,,,,
977,0.146410942,0.298983097,,,,,
978,0.14200592,0.299074173,,,,,
979,0.141552925,0.298789978,,,,,
980,0.148337841,0.299769163,,,,,
981,0.145945787,0.298831224,,,,,
982,0.148133993,0.298648119,,,,,
983,0.14598608,0.298906088,,,,,
984,0.141051054,0.296983957,,,,,
985,0.14281106,0.299274921,,,,,
986,0.14308691,0.299357891,,,,,
987,0.14131403,0.298893929,,,,,
988,0.146396875,0.300229073,,,,,
989,0.142711163,0.298778772,,,,,
990,0.143428087,0.298890114,,,,,
991,0.145448208,0.298640013,,,,,
992,0.145853043,0.29973197,,,,,
993,0.151372194,0.331051826,,,,,
994,0.152178288,0.302482843,,,,,
995,0.150752068,0.300826073,,,,,
996,0.144026756,0.29958415,,,,,
997,0.145424843,0.29953289,,,,,
998,0.148807049,0.299538851,,,,,
999,0.142704248,0.298799753,,,,,
1000,0.140095949,0.299569845,,,,,
