Trial,Quick sort data,Merge Sort Data,,Quick sort mean,Merge sort mean,Quick sort variance, Merge sort variance
211,0.144407988,0.299443007,,,,,
212,0.145733833,0.29854393,,,,,
213,0.149403095,0.298638821,,,,,
214,0.145458937,0.299345016,,,,,
215,0.145567179,0.298927069,,,,,
216,0.151265144,0.298783064,,,,,
217,0.146885872,0.298920155,,,,,
218,0.148623228,0.299818993,,,,,
219,0.152736902,0.300439119,,,,,
220,0.147194147,0.300115108,,,,,
221,0.144265175,0.299612999,,,,,
222,0.15097332,0.300344944,,,,,
223,0.15592289,0.299301147,,,,,
224,0.144030094,0.300035954,,,,,
225,0.146821976,0.300868034,,,,,
226,0.142727852,0.300108194,,,,,
227,0.150866985,0.298214197,,,,,
228,0.144729853,0.300113201,,,,,
229,0.148607016,0.302170038,,,,,
230,0.14587307,0.300617933,,,,,
231,0.150365114,0.352550983,,,,,
232,0.145438194,0.303127766,,,,,
233,0.14113307,0.299556971,,,,,
234,0.143573999,0.300768852,,,,,
235,0.141924143,0.302908897,,,,,
236,0.141673088,0.302718163,,,,,
237,0.144536018,0.30315423,,,,,
238,0.150313139,0.300318003,,,,,
239,0.145428181,0.300607204,,,,,
240,0.142531157,0.299761772,,,,,
241,0.158953905,0.301016808,,,,,
242,0.14797163,0.300178051,,,,,
243,0.14613986,0.29918313,,,,,
244,0.152260065,0.299277067,,,,,
245,0.143456221,0.298934937,,,,,
246,0.144307375,0.300639868,,,,,
247,0.159001827,0.29972291,,,,,
248,0.14360404,0.34220314,,,,,
249,0.14519763,0.300584793,,,,,
250,0.146813869,0.299709082,,,,,
251,0.150352001,0.300235033,,,,,
252,0.149320841,0.300307989,,,,,
253,0.144571066,0.299164057,,,,,
254,0.147228956,0.300600052,,,,,
255,0.142132044,0.299219847,,,,,
256,0.15156579,0.303720951,,,,,
257,0.147417307,0.302301884,,,,,
258,0.154974222,0.30293417,,,,,
259,0.151444912,0.301645041,,,,,
260,0.143396854,0.306322813,,,,,
261,0.143297911,0.301712036,,,,,
262,0.146209002,0.303004026,,,,,
263,0.14959693,0.300689936,,,,,
264,0.142948151,0.299663067,,,,,
265,0.143741846,0.300346851,,,,,
266,0.141243935,0.300327301,,,,,
267,0.151276112,0.299201727,,,,,
268,0.145443916,0.301241159,,,,,
269,0.149604082,0.299207926,,,,,
270,0.144864082,0.300526857,,,,,
271,0.148777962,0.300137997,,,,,
272,0.145145893,0.301534176,,,,,
273,0.140011072,0.298942804,,,,,
274,0.144679785,0.299014807,,,,,
275,0.145771027,0.298800707,,,,,
276,0.147616863,0.29915905,,,,,
277,0.142635107,0.299548864,,,,,
278,0.143226147,0.301412106,,,,,
279,0.150472879,0.298745155,,,,,
280,0.151180029,0.299809933,,,,,
281,0.140013695,0.298663139,,,,,
282,0.147339821,0.300461054,,,,,
283,0.148813963,0.298973083,,,,,
284,0.145442009,0.299928188,,,,,
285,0.14248395,0.298559904,,,,,
286,0.144367695,0.29920125,,,,,
287,0.143565893,0.300061941,,,,,
288,0.144900799,0.299308062,,,,,
289,0.143794775,0.302863836,,,,,
290,0.150857925,0.302655935,,,,,
291,0.150759935,0.300612688,,,,,
292,0.148992062,0.300776958,,,,,
293,0.142019987,0.298768997,,,,,
294,0.150891066,0.299217939,,,,,
295,0.143543243,0.298380852,,,,,
296,0.144423008,0.298623085,,,,,
297,0.14317584,0.300189972,,,,,
298,0.141400099,0.298938036,,,,,
299,0.147693157,0.298964977,,,,,
300,0.145211935,0.299034834,,,,,
301,0.143625259,0.29902792,,,,,
302,0.143609047,0.299643993,,,,,
303,0.146212101,0.299324989,,,,,
304,0.142666101,0.30144906,,,,,
305,0.144227982,0.300519943,,,,,
306,0.149770021,0.301743031,,,,,
307,0.152445078,0.300503016,,,,,
308,0.14671278,0.298984289,,,,,
309,0.145537138,0.299351931,,,,,
310,0.151629925,0.300856829,,,,,
311,0.148248196,0.299781799,,,,,
312,0.142170668,0.298824072,,,,,
313,0.149805069,0.300066948,,,,,
314,0.149214983,0.298974991,,,,,
315,0.146601915,0.300616026,,,,,
316,0.147923946,0.298951864,,,,,
317,0.151527166,0.300605774,,,,,
318,0.144698143,0.300460815,,,,,
319,0.146277905,0.299371004,,,,,
320,0.14440012,0.299689054,,,,,
321,0.144981146,0.299217939,,,,,
322,0.148169041,0.298799038,,,,,
323,0.145025969,0.298869133,,,,,
324,0.148176908,0.301177263,,,,,
325,0.144382,0.299169064,,,,,
326,0.145027161,0.300737619,,,,,
327,0.143596172,0.299674034,,,,,
328,0.147176981,0.300268173,,,,,
329,0.144034147,0.29934597,,,,,
330,0.142818928,0.29956007,,,,,
331,0.149731159,0.299381018,,,,,
332,0.14601922,0.299151659,,,,,
333,0.141095161,0.29871583,,,,,
334,0.145121813,0.299309015,,,,,
335,0.152219772,0.298877001,,,,,
336,0.144590855,0.29934907,,,,,
337,0.141956091,0.299730062,,,,,
338,0.145448208,0.300699949,,,,,
339,0.142086267,0.29913497,,,,,
340,0.143856049,0.29989028,,,,,
341,0.148674011,0.300403118,,,,,
342,0.146976948,0.30314374,,,,,
343,0.150653839,0.306206942,,,,,
344,0.156369209,0.305554867,,,,,
345,0.144447088,0.299763918,,,,,
346,0.166952133,0.30170393,,,,,
347,0.14388895,0.305042267,,,,,
348,0.148748636,0.30136013,,,,,
349,0.146422148,0.303441763,,,,,
350,0.152353764,0.30523324,,,,,
351,0.147942066,0.300939083,,,,,
352,0.145903111,0.299773932,,,,,
353,0.152163982,0.303123951,,,,,
354,0.150588274,0.30631423,,,,,
355,0.145795107,0.303479195,,,,,
356,0.148382902,0.300744057,,,,,
357,0.143851042,0.3009758,,,,,
358,0.152739048,0.301160097,,,,,
359,0.148843765,0.301296234,,,,,
360,0.147465944,0.302442074,,,,,
361,0.142184019,0.30253005,,,,,
362,0.145924807,0.300466299,,,,,
363,0.148392916,0.301232815,,,,,
364,0.143810034,0.300712109,,,,,
365,0.146137238,0.301294088,,,,,
366,0.142209053,0.300455809,,,,,
367,0.147286177,0.300918102,,,,,
368,0.145028114,0.301099062,,,,,
369,0.143233061,0.301243067,,,,,
370,0.141048908,0.302105665,,,,,
371,0.143762827,0.300590992,,,,,
372,0.144982815,0.301537037,,,,,
373,0.143151999,0.302397013,,,,,
374,0.146322966,0.301145077,,,,,
375,0.14614296,0.302920103,,,,,
376,0.147773027,0.308525085,,,,,
377,0.146029949,0.330348015,,,,,
378,0.150943995,0.301817894,,,,,
379,0.150810242,0.300709963,,,,,
380,0.144953012,0.301146984,,,,,
381,0.142160892,0.305017233,,,,,
382,0.153628111,0.302673817,,,,,
383,0.141247988,0.29962182,,,,,
384,0.143639088,0.300397158,,,,,
385,0.139566183,0.299553156,,,,,
386,0.145667076,0.299092054,,,,,
387,0.147659063,0.298504353,,,,,
388,0.145907879,0.299846172,,,,,
389,0.151233196,0.299090147,,,,,
390,0.14687705,0.299757004,,,,,
391,0.144940138,0.298207998,,,,,
392,0.149909019,0.298156738,,,,,
393,0.146074772,0.299092054,,,,,
394,0.142727137,0.299897909,,,,,
395,0.148980141,0.298820734,,,,,
396,0.146703243,0.302200794,,,,,
397,0.141048193,0.300536871,,,,,
398,0.147789001,0.299851179,,,,,
399,0.141571283,0.301209927,,,,,
400,0.158865213,0.300389767,,,,,
401,0.143517971,0.300637722,,,,,
402,0.144050121,0.302941322,,,,,
403,0.147526026,0.302557945,,,,,
404,0.144614935,0.3004632,,,,,
405,0.146050215,0.301437855,,,,,
406,0.140730858,0.301079988,,,,,
407,0.145160913,0.301670074,,,,,
408,0.145094156,0.300544024,,,,,
409,0.142105818,0.299258232,,,,,
410,0.160003901,0.299581766,,,,,
411,0.144114017,0.298791885,,,,,
412,0.145025015,0.299730778,,,,,
413,0.149646044,0.299275875,,,,,
414,0.147602797,0.300326109,,,,,
415,0.153558016,0.300004721,,,,,
416,0.145639896,0.300105095,,,,,
417,0.141359091,0.300073147,,,,,
418,0.145797253,0.299576998,,,,,
419,0.146234274,0.299213886,,,,,
420,0.144159079,0.299489975,,,,,
421,0.143485069,0.298875809,,,,,
422,0.140779018,0.298959017,,,,,
423,0.144318819,0.298559904,,,,,
424,0.140997171,0.299548864,,,,,
425,0.143484354,0.2989676,,,,,
426,0.160261869,0.302886963,,,,,
427,0.143837929,0.307326794,,,,,
428,0.146079063,0.303533077,,,,,
429,0.144572973,0.304431915,,,,,
430,0.148482084,0.308455944,,,,,
431,0.144131184,0.305747986,,,,,
432,0.148958921,0.301917791,,,,,
433,0.144684076,0.299817085,,,,,
434,0.142357111,0.301897764,,,,,
435,0.14835,0.299386024,,,,,
436,0.177411079,0.356772661,,,,,
437,0.149276257,0.30432725,,,,,
438,0.146492958,0.304648876,,,,,
439,0.143476963,0.30043292,,,,,
440,0.146738052,0.301462173,,,,,
441,0.147819996,0.301513433,,,,,
442,0.14489007,0.303692818,,,,,
443,0.142925262,0.30349493,,,,,
444,0.143569231,0.299844742,,,,,
445,0.144413948,0.299570322,,,,,
446,0.147471905,0.300521135,,,,,
447,0.153287888,0.300314188,,,,,
448,0.148575068,0.299531937,,,,,
449,0.146735907,0.301038265,,,,,
450,0.148199797,0.301661968,,,,,
451,0.143884897,0.300549984,,,,,
452,0.144539118,0.300747871,,,,,
453,0.145962954,0.299373865,,,,,
454,0.144901991,0.299781084,,,,,
455,0.143914938,0.299887896,,,,,
456,0.152256966,0.300481081,,,,,
457,0.148601055,0.300545931,,,,,
458,0.144848108,0.300267935,,,,,
459,0.145139933,0.299986839,,,,,
460,0.144704103,0.300689936,,,,,
461,0.14261198,0.301563978,,,,,
462,0.145827055,0.301746845,,,,,
463,0.150305033,0.300832987,,,,,
464,0.142687082,0.299225092,,,,,
465,0.145800114,0.307970047,,,,,
466,0.151010752,0.304430008,,,,,
467,0.14458704,0.306481123,,,,,
468,0.142934799,0.299864292,,,,,
469,0.143280745,0.299265146,,,,,
470,0.147207022,0.300428152,,,,,
471,0.146918297,0.30049777,,,,,
472,0.149121046,0.300449848,,,,,
473,0.148406982,0.300280094,,,,,
474,0.145061016,0.300065041,,,,,
475,0.142112017,0.299709082,,,,,
476,0.158243895,0.300683975,,,,,
477,0.143578053,0.304440975,,,,,
478,0.149606228,0.300495863,,,,,
479,0.148216724,0.29985714,,,,,
480,0.158625841,0.304038286,,,,,
481,0.142392635,0.303319931,,,,,
482,0.173084259,0.305835962,,,,,
483,0.149837732,0.300452948,,,,,
484,0.154492855,0.380589962,,,,,
485,0.158051729,0.306227922,,,,,
486,0.152794123,0.302938938,,,,,
487,0.146563053,0.298856974,,,,,
488,0.151544809,0.300688028,,,,,
489,0.155359983,0.306432009,,,,,
490,0.153048038,0.30335474,,,,,
491,0.150349855,0.30440402,,,,,
492,0.144034863,0.314888239,,,,,
493,0.150618076,0.300575972,,,,,
494,0.142409801,0.30407095,,,,,
495,0.152641058,0.300801039,,,,,
496,0.142695189,0.299842834,,,,,
497,0.146435976,0.299644947,,,,,
498,0.15250206,0.299753904,,,,,
499,0.147356033,0.29954195,,,,,
500,0.142647982,0.301821947,,,,,
501,0.150201082,0.301779985,,,,,
502,0.14155221,0.302709103,,,,,
503,0.139130831,0.300274134,,,,,
504,0.143370867,0.299198151,,,,,
505,0.144145012,0.299928188,,,,,
506,0.142219067,0.301022768,,,,,
507,0.151330233,0.299873829,,,,,
508,0.152074099,0.29916501,,,,,
509,0.149013996,0.299121857,,,,,
510,0.147316933,0.298924208,,,,,
511,0.146003008,0.298256159,,,,,
512,0.148995161,0.299331903,,,,,
513,0.143277168,0.298891068,,,,,
514,0.140276909,0.299901009,,,,,
515,0.155711174,0.30305934,,,,,
516,0.145599127,0.301293135,,,,,
517,0.146065235,0.300713062,,,,,
518,0.150944948,0.299708128,,,,,
519,0.144757032,0.299966812,,,,,
520,0.146892786,0.299957991,,,,,
521,0.140367746,0.300241947,,,,,
522,0.155363083,0.299821138,,,,,
523,0.141811132,0.298811197,,,,,
524,0.145653963,0.299953222,,,,,
525,0.147587061,0.300338984,,,,,
526,0.155544758,0.313760996,,,,,
527,0.148229122,0.303035259,,,,,
528,0.146770954,0.301533937,,,,,
529,0.146741867,0.306066275,,,,,
530,0.148572206,0.310157776,,,,,
531,0.155175209,0.306133986,,,,,
532,0.145434856,0.300035,,,,,
533,0.146330833,0.300599098,,,,,
534,0.146109104,0.300261021,,,,,
535,0.145780087,0.299650669,,,,,
536,0.144707918,0.299308062,,,,,
537,0.156165838,0.30092597,,,,,
538,0.144795895,0.300025225,,,,,
539,0.152596235,0.300885439,,,,,
540,0.147611856,0.30066514,,,,,
541,0.140151978,0.299084902,,,,,
542,0.143035889,0.300518036,,,,,
543,0.145308256,0.301360846,,,,,
544,0.14456296,0.299442053,,,,,
545,0.147336006,0.302298784,,,,,
546,0.143707991,0.299837828,,,,,
547,0.144716024,0.299755096,,,,,
548,0.145510197,0.300199986,,,,,
549,0.142543793,0.298725128,,,,,
550,0.145048857,0.299176931,,,,,
551,0.147357225,0.335870028,,,,,
552,0.147247791,0.302719831,,,,,
553,0.145684958,0.301956177,,,,,
554,0.147679329,0.300814867,,,,,
555,0.147686005,0.300646067,,,,,
556,0.15148592,0.305101871,,,,,
557,0.147012234,0.300280809,,,,,
558,0.145500183,0.299760818,,,,,
559,0.1511271,0.302129984,,,,,
560,0.147029877,0.300336123,,,,,
561,0.148121834,0.299959183,,,,,
562,0.142031908,0.302166939,,,,,
563,0.145699024,0.299566746,,,,,
564,0.145561218,0.299822807,,,,,
565,0.14505291,0.300843,,,,,
566,0.142416954,0.300103903,,,,,
567,0.144810915,0.29890728,,,,,
568,0.153158903,0.300168991,,,,,
569,0.143436909,0.299876928,,,,,
570,0.146137238,0.300734043,,,,,
571,0.151269197,0.298825979,,,,,
572,0.148165703,0.299145937,,,,,
573,0.1443398,0.298550129,,,,,
574,0.145367146,0.299092293,,,,,
575,0.145168781,0.298700094,,,,,
576,0.144235849,0.300415039,,,,,
577,0.139564991,0.298761129,,,,,
578,0.149924994,0.299978971,,,,,
579,0.145905018,0.298606157,,,,,
580,0.144305944,0.304160118,,,,,
581,0.236527205,0.301156044,,,,,
582,0.152827978,0.301266909,,,,,
583,0.163832903,0.301331043,,,,,
584,0.146221876,0.30309701,,,,,
585,0.147088766,0.300072908,,,,,
586,0.148455858,0.303026915,,,,,
587,0.143764973,0.299625874,,,,,
588,0.146804094,0.300786018,,,,,
589,0.144363165,0.299504995,,,,,
590,0.141509056,0.303175926,,,,,
591,0.150686026,0.303890944,,,,,
592,0.141088009,0.303928852,,,,,
593,0.143548965,0.306369066,,,,,
594,0.152334213,0.300849915,,,,,
595,0.14816618,0.302448988,,,,,
596,0.157479048,0.320143938,,,,,
597,0.147825241,0.305721998,,,,,
598,0.151941061,0.304081917,,,,,
599,0.158049107,0.305167913,,,,,
600,0.149386883,0.305052996,,,,,
601,0.146863937,0.301188707,,,,,
602,0.156336784,0.304605961,,,,,
603,0.150407791,0.305814028,,,,,
604,0.153058052,0.302828074,,,,,
605,0.151539087,0.303811789,,,,,
606,0.142403126,0.301996946,,,,,
607,0.143357038,0.308031082,,,,,
608,0.145767212,0.301572323,,,,,
609,0.146986961,0.335861921,,,,,
610,0.16589427,0.311106682,,,,,
611,0.149333954,0.304674625,,,,,
612,0.161218166,0.302046061,,,,,
613,0.143643141,0.302569866,,,,,
614,0.144382954,0.304033995,,,,,
615,0.147288084,0.303492069,,,,,
616,0.144926071,0.302247047,,,,,
617,0.146940231,0.317655087,,,,,
618,0.147511959,0.302084208,,,,,
619,0.154536963,0.303758144,,,,,
620,0.14190197,0.302181244,,,,,
621,0.151729107,0.301575899,,,,,
622,0.14452219,0.300921917,,,,,
623,0.147983074,0.302042007,,,,,
624,0.152793884,0.304290056,,,,,
625,0.155754089,0.303007126,,,,,
626,0.145965099,0.305450201,,,,,
627,0.14836216,0.307506084,,,,,
628,0.143508911,0.303575993,,,,,
629,0.146276712,0.302911043,,,,,
630,0.145410776,0.30360198,,,,,
631,0.150094986,0.304996967,,,,,
632,0.150613308,0.302574158,,,,,
633,0.153088093,0.303148031,,,,,
634,0.151998043,0.309844971,,,,,
635,0.147727013,0.303534031,,,,,
636,0.148317337,0.303713083,,,,,
637,0.150183916,0.322460175,,,,,
638,0.155004025,0.306826115,,,,,
639,0.152899981,0.30578208,,,,,
640,0.156456947,0.306719065,,,,,
641,0.14759779,0.306058168,,,,,
642,0.144461155,0.305243015,,,,,
643,0.154805899,0.313601971,,,,,
644,0.148696184,0.306694746,,,,,
645,0.149867058,0.305499077,,,,,
646,0.144460917,0.322865963,,,,,
647,0.16086483,0.304918051,,,,,
648,0.153172016,0.305039167,,,,,
649,0.145706892,0.302233696,,,,,
650,0.149355888,0.30280304,,,,,
651,0.164152145,0.304031134,,,,,
652,0.157701969,0.305588961,,,,,
653,0.149177074,0.308218718,,,,,
654,0.147346258,0.313089848,,,,,
655,0.149501324,0.303310871,,,,,
656,0.144927979,0.303137064,,,,,
657,0.149147749,0.300891161,,,,,
658,0.149153948,0.301033974,,,,,
659,0.149007082,0.299641132,,,,,
660,0.139929056,0.299184799,,,,,
661,0.146432877,0.299191236,,,,,
662,0.147703171,0.303591013,,,,,
663,0.142525196,0.300619841,,,,,
664,0.144757986,0.300974846,,,,,
665,0.142338037,0.299986839,,,,,
666,0.142210722,0.301640987,,,,,
667,0.144484282,0.300610781,,,,,
668,0.18129921,0.30061698,,,,,
669,0.150784016,0.325287104,,,,,
670,0.212743759,0.310995817,,,,,
671,0.163028955,0.488445997,,,,,
672,0.16426301,0.32427907,,,,,
673,0.15112114,0.306335926,,,,,
674,0.146492004,0.304134846,,,,,
675,0.151544094,0.306710958,,,,,
676,0.147341251,0.303364754,,,,,
677,0.145243883,0.306373835,,,,,
678,0.143512964,0.305548191,,,,,
679,0.151793003,0.303202152,,,,,
680,0.143285036,0.303452969,,,,,
681,0.145632982,0.301851034,,,,,
682,0.148953676,0.303030968,,,,,
683,0.148703098,0.301575184,,,,,
684,0.14846611,0.305088043,,,,,
685,0.147009134,0.305793047,,,,,
686,0.152956009,0.303807974,,,,,
687,0.15570569,0.315069914,,,,,
688,0.148631811,0.308007956,,,,,
689,0.146673918,0.304625273,,,,,
690,0.144381046,0.30337882,,,,,
691,0.148139,0.323123932,,,,,
692,0.154928207,0.305931807,,,,,
693,0.153146982,0.304019213,,,,,
694,0.14826107,0.303428173,,,,,
695,0.146682024,0.303939819,,,,,
696,0.158581972,0.304065943,,,,,
697,0.15396595,0.306720972,,,,,
698,0.152635098,0.304077625,,,,,
699,0.149551153,0.303344965,,,,,
700,0.155615091,0.302580118,,,,,
701,0.139377832,0.303453922,,,,,
702,0.146795034,0.302893877,,,,,
703,0.14827323,0.297465801,,,,,
704,0.142426014,0.299580097,,,,,
705,0.148075819,0.299468994,,,,,
706,0.142091036,0.29858017,,,,,
707,0.149282932,0.30082202,,,,,
708,0.148859262,0.301510096,,,,,
709,0.143991947,0.306578159,,,,,
710,0.148998737,0.307224035,,,,,
711,0.148333073,0.303585052,,,,,
712,0.144789934,0.308895111,,,,,
713,0.149520874,0.303057909,,,,,
714,0.145072222,0.303065777,,,,,
715,0.148430109,0.302474976,,,,,
716,0.154710054,0.304646969,,,,,
717,0.149768114,0.301502228,,,,,
718,0.147161245,0.317187071,,,,,
719,0.153563976,0.303454161,,,,,
720,0.149309874,0.302583694,,,,,
721,0.153646231,0.29983902,,,,,
722,0.146022797,0.301980019,,,,,
723,0.148253918,0.299944878,,,,,
724,0.146981716,0.299233198,,,,,
725,0.146740913,0.307716846,,,,,
726,0.144884348,0.301962852,,,,,
727,0.148494005,0.300015688,,,,,
